"idRecipe","step","name"
"459","4","Verser le préparation dans le premier saladier contenant les ingrédients secs, et mélanger de nouveau."
"459","5","Mettre dans un moule à cake."
"459","6","Cuire pendant 45 min environ à 180°C."
"460","0","Laver les courgettes et couper les extrémités. Les découper ensuite en lamelles dans le sens de la longueur."
"460","1","Cuire les lamelles à la vapeur ou dans l'eau salée (10 min). Les égoutter sur du papier absorbant."
"460","2","Battre au fouet les oeufs avec la crème, la farine, le curry et le sel et poivre jusqu'à l'obtention d'une crème onctueuse."
"460","3","Préchauffez le four à thermostat 7 (210°C). Beurrez un moule à cake dans lequel vous mettrez 1 couche de crème, puis 1 couche de lamelles, puis une couche de saumon + fines herbes + poivre... et ainsi de suite pour remplir votre moule."
"460","4","Cuire pendant 45 min. Servir tiède ou froid avec des tomates crues nappées d'huile d'olive, ainsi qu'une petite salade mélangée."
"461","0","Détailler le chou-fleur en petits bouquets, le nettoyer et le mettre cuire 10 minutes dans de l'eau bouillante salée.  Egoutter."
"461","1","Dans une casserole, faire fondre 50 g de beurre et y faire dorer le chou-fleur. Assaisonner de sel, poivre et muscade."
"461","2","Réserver."
"461","3","Dans un poêlon, faire fondre le reste du beurre et y mettre à dorer les oignons coupés en petits morceaux."
"461","4","Saupoudrer de farine et ajouter le bouillon chaud sans cesser de remuer. Laisser mijoter à feu très doux +_-10 minutes."
"461","5","Ajouter la crème fraîche et continuer la cuisson quelques minutes jusqu'à l'obtention d'une sauce onctueuse."
"461","6","Assaisonner de sel et poivre."
"461","7","Beurrer un plat à gratin et y mettre le chou-fleur.  Verser dessus la crème à l'oignon et saupoudrer de chapelure."
"461","8","Parsemer de gruyère râpé et mettre à gratiner à four chaud (210°C - thermostat 7) pendant 15 minutes."
"461","9","Bon appétit !"
"462","0","Désosser le gigot d'agneau, le découper en cubes de 4 cm. Les mettre à mariner dans de l'huile d'olive et des herbes de provences pendant 1 heure."
"462","1","Badigeonner le poulet d'huile d'olive et le recouvir de fleur de sel, le faire cuire à la tourne broche dans le four pendant 1h à 1h30."
"462","2","Eplucher tous les légumes et les oignons, les détailler en gros cubes."
"462","3","Faire revenir les morceaux de collier dans le couscoussier à l'huile d'olive, les retirer et y mettre tous les légumes à revenir sauf les courgettes."
"462","4","Couvrir d'eau, saler, y ajouter le concentré de tomate, les tomates pelées, le safran, le paprika, le Ras el hanout et les morceaux de collier."
"462","5","Laisser mijoter le tout durant 1h à 1h30, ajouter les courgettes au bout de 30 minutes de cuisson et les pois chiches 20 minutes avant la fin de la cuisson."
"462","6","Préparer la semoule en la faisant cuire à la vapeur dans le haut du couscoussier et en la roulant plusieurs fois, y ajouter du beurre à la fin."
"462","7","Piquer les morceaux d'agneaux marinés sur des brochettes en alternant avec un ou deux morceaux d'oignons."
"462","8","Les faire cuire au grill viande ou au barbecue."
"462","9","Faire cuire les merguez au grill viande ou au barbecue."
"462","10","Découper le poulet."
"462","11","Servir le tout accompagné de harrissa( selon les goûts)."
"463","0","Faites bouillier vos pistaches quelques minutes dans de l'eau. Pendant ce temps, couper le poulet en dés (2x3 cm environ)."
"463","1","Egouttez les pistaches, puis enlevez leur gangue marron-rose à la main (c'est l'opération la plus longue)."
"463","2","Passez au mixer les pistaches, la crème fraîche et les deux piments passés coupés en petits momrceaux (s'ils sont très forts, retirez les graines). Vous devez obtenir un mélange vert pâle."
"463","3","Faites revenir quelques minutes (5 mn environ) à feu assez fort les oignons, l'ail, le fenouil, le gingembre, la cannelle (ou le laurier) et le garam massala à la poêle avec un peu de matière grasse (très peu)."
"463","4","Rajoutez le mélange aux pistaches, puis faites cuire quelques minutes (toujours à feu fort)."
"463","5","Rajoutez les dés de poulet et laissez cuire 5 mn."
"463","6","Baissez le feu (feu moyen) et rajoutez la tomate, le yaourt, le sel, le poivre blanc moulu et le lait de coco. Laissez mijoter 20 à 30 mn."
"463","7","Quand le poulet est cuit, ajouter la cardamome moulue (ouvrir les graines vertes, prendre les petites graines situées à l'intérieur et les moudre au mortier ou, plus simplement, au moulin à poivre). Mélanger et laisser cuire encore 2 mn."
"463","8","Saupoudrer abondamment de coriandre avant de servir, avec un riz basmati safrané ou un riz aux fruits secs (amandes, raisins secs)."
"464","0","Tamisez la farine, le sel et le sucre."
"464","1","Ajoutez le lait, mélangez bien pour éviter les grumeaux."
"464","2","Cassez les oeufs, séparez les jaunes et les blancs. Ajoutez les jaunes dans la pâte"
"464","3","puis le beurre fondu refroidi"
"464","4","et la bière, toujours en remuant bien."
"464","5","Montez les blancs en neige, incorporez-les délicatement à la pâte.  Laissez reposer environ 1 h."
"464","6","Faites cuire les gaufres 4-5 minutes au gaufrier."
"464","7","Dégustez."
"465","0","Faire fondre le beurre, et mélangez-le au sucre et au sucre vanillé."
"465","1","Battre 2 œufs entiers et un jaune d'œuf à la fourchette."
"465","2","Réserver le troisième blanc à part, pour le battre en neige."
"465","3","Ajouter les oeufs battus au mélange précédent."
"465","4","Joigner la farine tamisée avec la levure en poudre."
"465","5","Verser UN PEU DE LAIT, en délayant PROGRESSIVEMENT pour ne pas faire de grumeaux (cuillère en bois)."
"465","6","Battre le blanc d'oeuf en neige, et incorporer DELICATEMENT à la pâte."
"465","7","Graisser le gaufrier, et les faire cuire pendant 2 à 3 min."
"466","0","Faire bouillir le lait avec le parfum choisi (vanille ou autre)."
"466","1","Battre les oeufs et le sucre, ajouter la farine."
"466","2","Verser dessus le lait chaud."
"466","3","Remettre à feu doux pour faire épaissir en remuant très soigneusement pendant 5 à 10 min."
"466","4","Arrêter la cuisson dès les premiers bouillonnements."
"467","0","Mettre le vinaigre + le sucre + 12,5 cl d'eau dans 1 casserole."
"467","1","Faire chauffer à feu vif environ 15 min."
"467","2","Quand le caramel blondit, baisser un peu le feu et ajouter très, très, très doucement 25 cl d'eau froide (attention aux éclaboussures)."
"467","3","Refaire chauffer 1 min à feu vif."
"468","0","Dans un saladier, mélanger le yaourt, les sucres, la farine, l'huile et les oeufs ainsi que la levure."
"468","1","Bien mélanger jusqu'à l'obtention d'une pate lisse."
"468","2","Utiliser du papier sulfurisé pour tapisser votre moule, ou le beurrer. Verser une partie de la préparation."
"468","3","Dans l'autre partie, incorporer le Nutella et mélanger."
"468","4","Verser sur l'autre préparation, et faire cuire environ 25 min à 180°C (thermostat 6)."
"469","0","Dans un bol, faire fondre le chocolat et le beurre au micro-onde pendant 1 minute et 40 secondes."
"469","1","Dans un saladier, mélanger les oeufs, le sucre et la farine puis ajouter le chocolat et le beurre."
"469","2","Verser le tout dans un moule beurré et mettre au micro-onde puissance maxi pendant 5 minutes."
"469","3","Voilà c'est prêt à déguster. Bon appétit!"
"470","0","Epluchez le potimarron et débarrassez-le de ses pépins. Coupez-le en cubes et mettez à cuire (30 mn dans un cuit-vapeur ou à défaut dans une grande casserole d'eau) jusqu'à ce que la lame d'un couteau y rentre très facilement."
"470","2","Mélangez bien le tout puis versez dans un plat beurré allant au four."
"470","3","Faites gratinez sous le grill 10 à 15 mn."
"470","4","Un côté légèrement sucré et un petit goût de noisette (que le potiron à nettement moins) à tomber !"
"471","0","Lavez et équeutez les fraises. Réservez-en 6 pour le décor."
"471","1","Détaillez le reste en petits morceaux."
"471","2","Réservez."
"471","3","Émiettez grossièrement les spéculoos dans un bol. Réservez."
"471","4","Fouettez les jaunes d'œuf avec le sucre jusqu'à ce que le mélange blanchisse."
"471","5","Ajoutez la vanille et le mascarpone et mélangez à l'aide du fouet."
"471","6","Battez les blancs en neige. Incorporez-les délicatement au mélange précédent."
"471","7","Pour le dressage (utilisez de préférence des coupes à dessert individuelles) :"
"471","8","Déposez une couche de fraises au fond de la coupe, ajoutez 1 couche de crème au mascarpone puis saupoudrez de spéculoos. Réservez."
"471","9","Rajoutez une couche de fraises, puis de crème au mascarpone."
"471","10","Réservez au frais pendant 2 heures."
"471","11","Détaillez les fraises réservées en lamelles et déposez-les sur les coupes au moment de servir."
"472","0","Cette recette est extrêmement simple."
"472","1","Il vous suffit de mettre le poulet dans un plat à four."
"472","2","Pendant ce temps-là, préchauffer le four à 210-240°C (thermostat 7-8)."
"472","3","Prenez le beurre et découpez-le en morceaux pour le mettre sur le poulet un peu partout."
"472","4","Salez, poivrez et herbez la bête..."
"472","5","Ensuite, attaquez-vous au patates... Il faut les éplucher et puis les faire tremper dans l'eau pour les rincer et les essuyer."
"472","6","Il faut après les découper."
"472","7","Alors, là, c'est comme vous le sentez... faites de jolies formes si vous le voulez, moi, je fais simplement des carrés."
"472","8","En fait, je prends la pomme de terre, la découpe en longueur, la tourne, et puis après la découpe dans l'autre longueur et puis je la tourne dans l'autre sens pour la découper en largeur... et ça, ça fait des sortes de carrés."
"472","9","Et je mets toutes les pommes de terres dans le plat autour du poulet. Les sale."
"472","10","Et puis direction le four après avoir arrosé le tout d'un demi-verre d'eau."
"472","11","Je laisse cuire 1h15... plus ou moins en fonction du poulet et des pommes de terre."
"472","12","Je le tourne régulièrement pendant la cuisson, sur chaque face... Et puis s'il le faut je réarrose d'eau... comme ça, les pommes de terre baignent dans le jus."
"472","13","Une fois que c'est prêt et bien il suffit de servir !"
"473","0","Dérouler la pâte feuilletée."
"473","1","La recouvrir des tranches de jambon puis de gruyère râpé."
"473","2","Rouler la pâte sur elle-même jusqu'à la moitié. Faire de même avec l'autre moitié pour réunir les 2 côtés."
"473","3","Placer le tout au congélateur une dizaine de minutes afin de durcir la pâte (sinon elle serait impossible à découper)."
"473","4","Découper alors en petites lamelles: vous obtenez vos petits palmiers feuilletés prêts à cuire!"
"473","5","Cuisson environ 15 min à 200°, thermostat 6-7 (surveiller vos palmiers car tout dépend de votre four)."
"473","6","Servir dans un joli plat à l'apéritif. Succès garanti!"
"474","0","Découper le porc en bouchées."
"474","1","Faire chauffer 50 cl d'eau. Ajouter les deux cubes de bouillon de poule, 1 cuillère à soupe de gingembre moulu, 1 cuillère à soupe de mélange quatre épices et 3 cuillères à soupe de sauce soja."
"474","2","Dans une sauteuse, préparez votre caramel avec le sucre et l'eau."
"474","3","Une fois le caramel prêt, ajouter le bouillon et tourner très vite pour faire dissoudre le caramel (qui va se durcir) dans le bouillon."
"474","4","Une fois le caramel dissout, rajouter la viande et l'oignon coupé en gros morceaux et mettre à feu très vif. Laisser réduire jusqu'à ce que tout le liquide se soit évaporé (environ 25 min) et que la viande se mêle au mélange épais caramel-épices."
"474","5","Déguster !"
"475","0","Préparation de la farce : Faites tremper les champignons parfumés dans de l'eau froide pendant 1 h (l'odeur peut vous paraître un peu forte mais ils donnent un goût extra à la farce)."
"475","1","Faites tremper les vermicelles dans de l'eau froide pendant 10 min."
"475","2","Mixez et mélangez le porc, l'oignon, la carotte, les champigons, les vermicelles, les germes de soja et les oeufs. Rajoutez un peu de poivre et le nuoc mam pour l'assaisonnement."
"475","3","Pour rouler les nems : Trempez une galette de riz dans l'eau et étalez-la sur un chiffon en coton. Laissez ramollir pendant 30 secondes. (si elle n'est pas assez molle, vous pouvez l'humidifier de quelques gouttes d'eau supplémentaires)."
"475","4","Déposez une cuillère à soupe de farce sur un bord et rouler la galette. Secret de grand mère : il ne faut pas trop serrer le nem sinon il éclate lors de la cuisson)."
"475","5","Gardez les nems, séparés les uns des autres, sur un chiffon car ils sont très collants à ce stade !"
"475","6","La cuisson : Faites frire à feu moyen jusqu'à ce qu'ils soient bien dorés. Vous pouvez ajouter deux gousses d'ail dans l'huile de friture, ça donne un parfum très doux aux nems."
"475","7","Et voila, le tour est joué ! Servez les nems avec des feuilles de salade, de menthe et de coriandre. On peux tremper les nems dans de la sauce pour nems : mélange de nuoc mam, d'eau, de jus de citron et de purée de piments."
"476","0","Laver les oranges, ôter le reste de la fleur, c'est la seule chose qu'on jette."
"476","1","Eplucher les oranges, réserver les peaux entières avec toute leur épaisseur."
"476","2","Couper chaque quartier de chair en deux. Mettre les pépins dans un nouet de gaze."
"476","3","Couper fin les écorces entières (à la moulinette, au mixeur ou au couteau) pour obtenir des filaments pas plus épais que des carottes râpées."
"476","4","Mettre à macérer ensemble écorces, chair, eau et pépins enfermés dans une gaze."
"476","5","Laisser tremper une nuit."
"476","6","Le lendemain, bouillir ou plutôt bouilloter le tout 2 heures en couvrant à moitié, attention que ça ne déborde pas. Remuer uniquement à la cuillèrè en bois, ne pas écumer."
"476","7","Si on a bouilli trop fort et qu'on croit devoir ajouter de l'eau pour compenser une évaporation, pas plus d'un demi-verre (format petit verre à moutarde)."
"476","8","Ajouter tout le sucre d'un coup puis ramener à ébullition. Bouillir alors à découvert et à gros bouillons 15 minutes."
"476","9","Vérifier si la marmelade est prise en déposant une cuillerée sur une surface froide. La cuisson peut aller jusqu'à 20 min mais pas plus. Empoter et couvrir chaud."
"476","10","On a environ 10 pots au kilo d'oranges, ils se gardent des années dans un placard"
"476","11","Quelques conseils :"
"476","12","Sucre:"
"476","13","Le sucre blanc préserve la couleur et la transparence, le sucre en morceaux convient, le sucre roux donne une couleur foncée."
"476","14","On peut aller jusqu'à 6 kilos de sucre mais on aura alors de la confiture et non de la marmelade, ou descendre à 4,5 kg si on aime très amer ou plus liquide."
"476","15","Pépins:"
"476","16","Il en faut 20 ou 30 bien formés pour participer à la prise. je les compte pas et je mets tout, ma marmelade prend bien."
"476","17","Trempage:"
"476","18","On peut sans dommage laisser tremper davantage, jusqu'à 48 heures environ."
"477","0","Préchauffer le four à 180°, thermostat 6."
"477","1","Faire fondre 20 carambars dans une casserole avec le lait et le beurre."
"477","2","Couper en petits morceaux les 5 carambars restant et les réserver."
"477","3","Dans un saladier, battre les oeufs avec le sucre. Ajouter la farine et la levure."
"477","4","Une fois les carambars fondus, les ajouter à la préparation."
"477","5","Verser dans un moule à cake et parsemer des petits morceaux de carambars restant."
"477","6","Mettre au four pour 40 min."
"477","7","Déguster tiède avec une boule de glace à la vanille."
"478","0","Assaisonnez les cuisses de poulet avec le sel, le poivre et les 4 épices."
"478","1","Dans une cocotte (ou autre), faites chauffer de l'huile et faites-y revenir le poulet. Laissez dorer."
"478","2","Ajoutez l'oignon et les tomates coupés en petits dés. Laissez suer quelques minutes."
"478","3","Ajoutez de l'eau à hauteur. Ajoutez le curry."
"478","4","Après le premier bouillon, versez le lait de coco. Laissez cuire jusqu'à épaississement de la sauce."
"478","5","Servez avec un bon riz basmati."
"479","0","Pelez les carottes et râpez-les. Coupez le 1_2 poivron en petits dés."
"479","1","Dans une sauteuse, faites revenir les carottes, les dés de poivrons et l'ail émincé. Quand le mélange est fondant (environ 10 min de cuisson à feu doux), versez-le dans un saladier."
"479","2","Ajoutez les oeufs, le persil haché, la farine, salez et poivrez et mélangez."
"479","3","Avec deux cuillères à soupe, faites des petites boules du mélange et faites-les frire quelques instants de chaque côté dans une une huile bien chaude."
"479","4","Epongez-les et servez avec une salade verte."
"480","0","Préchauffer le four sur 7 ."
"480","2","En faire des petits tas et les disposer sur une plaque recouverte de papier sulfurisé."
"480","3","Faire cuire environ 25 min."
"481","0","Eplucher la rhubarbe, inciser la peau à l’une des extrémités de la tige et tirer dessus pour l’enlever d’un seul coup."
"481","1","Faire ainsi le tour de la tige, puis la prendre dans l’autre sens et recommencer l’opération."
"481","2","Couper les tiges en tronçons de 4 cms. Les faire blanchir pendant 2 mn dans de l’eau bouillante. Les laisser égoutter."
"481","3","Préchauffer le four à thermostat 7 (210°C)."
"481","4","Beurrer généreusement un moule en porcelaine, en Pyrex ou en terre, le poudrer de sucre."
"481","5","Fendre la gousse de vanille en 2 et gratter les minuscules graines noires à l’aide d’une petite cuillère ou d’un couteau."
"481","6","Casser les oeufs dans un bol, ajouter la farine, le lait, la crème, le sucre, le sel ainsi que les graines de vanille et la cannelle. Battre le mélange à la fourchette."
"481","7","Verser ce mélange dans le plat. Y répartir les morceaux de rhubarbe. Les enfoncer légèrement dans la pâte."
"481","8","Glisser le plat au four et laisser cuire pendant 40 mn jusqu’à ce que la pâte se boursoufle autour des morceaux de rhubarbe et soit bien dorée."
"481","9","Saupoudrer le gâteau de sucre glace dès qu’il sort du four et le servir tiède ou froid."
"482","0","Mélanger le sucre et les oeufs jusqu'à ce que le mélange blanchisse. Ajouter la farine, la levure. Remuer puis ajouter le yaourt, l'huile et le sucre vanillé."
"482","1","Verser la préparation dans un moule beurré et faire cuire 20-30 mn à 180°C . Quand le gâteau est cuit, le démouler et le laisser refroidir."
"482","2","Pendant ce temps faire fondre doucement le chocolat avec le beurre et le lait. Bien mélanger."
"482","3","Couper le gâteau en 2 dans l'épaisseur et le fourrer avec le mélange au chocolat."
"483","0","La veille, mélanger les groseilles à 5 bonnes cuillères à soupe de sucre et 1 ou 2 cuillères à soupe d'armagnac, et laisser reposer au frais : ainsi, l'acidité des groseilles diminuera et un sirop se formera, qui rendra la pâte à tarte moins sèche."
"483","1","Etaler la pâte sur du papier sulfurisé dans le moule à tarte, étaler les groseilles et leur sirop."
"483","2","Ajouter la migaine (mélanger les oeufs, la crème, le lait, la farine, les sucres)."
"483","3","Faire cuire 30 à 35 minutes Th.6_7, four préchauffé (surveiller la cuisson)."
"484","0","Couper la feta dans la longueur, en fines tranches."
"484","1","Faites cuire légèrement les escalopes dans une poêle."
"484","2","Pendant ce temps, mettez les tomates cerises au four, arrosez-les d'huile d'olive et faites-les cuire à feu doux pendant une quinzaine de minutes."
"484","3","Dans un plat de service qui va au four, disposez les escalopes, en les séparant chaque fois d'une belle tranche de feta."
"484","4","Arrosez d'huile d'olive, d'herbes de Provence et versez également les tomates cerises cuites."
"484","5","Passez au four moyen (préchauffé à thermostat 6_180°C) environ 20 mn avant de passer à table."
"484","6","Servez avec des petites pommes de terre ou des croquettes."
"485","0","Couper les escalopes en 4 (si elles ne sont pas assez fines, les aplatir au rouleau à patisserie entre 2 feuilles de film alimentaire)."
"485","1","Mettre de la farine dans une assiette, l'oeuf battu avec sel et poivre dans une seconde assiette et enfin un mélange à parts égales parmesan râpé_chapelure dans une troisième assiette."
"485","2","Passer les morceaux d'escalope dans la farine (enlever l'excédent de farine si besoin) puis dans l'oeuf battu et dans le mélange parmesan_chapelure."
"485","3","Repasser une seconde fois les escalopes dans l'oeuf et dans le mélange chapelure_parmesan."
"485","4","Mettre les escalopes au frigo pour 15 minutes (c'est très important sinon la croûte ne tiendra pas à la cuisson)."
"485","5","Couper les tomates épépinées en petits dés."
"485","6","Les assaisoner d'huile d'olive, de sel et d'un filet de vinaigre balsamique."
"485","7","Faire chauffer un mélange beurre_huile d'olive dans une poêle."
"485","8","Quand la poêle est bien chaude, faire saisir les escalopes des 2 côtés."
"485","9","Quand elles sont bien dorées, baisser le feu et laisser cuire encore 5 minutes."
"485","10","Disposer les escalopes sur les assiettes."
"485","11","Parsemer les dés de tomates (sans trop de jus) et décorer avec de la roquette."
"485","12","Verser un filet de jus de citron et déguster."
"486","0","Faire cuire la courge spaghetti entière, 30 min dans une cocotte-minute ou 1h dans une casserole d'eau bouillante."
"486","1","Une fois bien cuite, couper la courge en deux dans le sens de la longueur, enlever les graines et récupérer la chair à l'aide d'une fourchette. Laisser égoutter."
"486","2","Dans un wok ou une poêle, faire revenir les lardons et les oignons."
"486","3","Ajouter les spaghettis de courge et la crème. Saler et poivrer et enfin saupoudrer de parmesan."
"486","4","Servir bien chaud."
"487","0","Emincer les filets de poulet, et les faire cuire dans la cuillère d'huile d'olive."
"487","1","Saupoudrer de piment d'Espelette."
"487","2","Eplucher les courgettes, former des rubans en passant l'économe jusqu'à l'apparition des grains."
"487","3","Les faire revenir dans un filet d'huile d'olive."
"487","4","Faire cuire les penne suffisamment longtemps."
"487","5","Ajouter la crème aux courgettes, les gousses d'ail pressées, sel, poivre, curry et les émincés de poulet."
"487","6","Verser sur les penne égouttés, et ajouter des copeaux de parmesan frais et des feuilles de basilic frais."
"488","0","Préchauffer le four à 180°C (thermostat 6).
Mettre le chocolat à fondre au bain-marie (sans beurre ni rien d'autre)."
"488","1","Pendant ce temps, mélanger tous les autres ingrédients (en mélangeant d'abord la levure et la farine, sinon elles se mélangent mal)."
"488","2","Ajouter le chocolat fondu."
"488","3","Beurrer un moule à manqué et verser la pâte."
"488","4","Mettre au four 15 min à 180°C (thermostat 6), puis 15 min à 150°C (thermostat 5)."
"488","5","Vérifier la cuisson: il doit être cuit sur le dessus et humide à l'intérieur."
"489","0","Peler quelques courgettes (selon grosseur), les couper en petits dés, puis les faire revenir à l'huile d'olive 20 à 25 mn avec l'ail haché, le sel, le poivre et le basilic."
"489","1","D'autre part, battre energiquement 4 oeufs, puis y incorporer la crème fraîche et la chapelure. Mélanger le tout aux courgettes."
"489","2","Cuire envirn 45 mn à four moyen, dans un moule à cake beurré et tapissé de rondelles de courgettes."
"489","3","Servir tiède ou froid."
"490","0","Préchauffez votre four à thermostat 5_6."
"490","1","Faites fondre le beurre et laissez-le refroidir."
"490","2","Battez les blancs d'oeufs avec le sucre sans faire monter."
"490","3","Puis, ajoutez-y la farine et le beurre fondu (j'utilise un batteur électrique pour gagner du temps)."
"490","4","Sur la plaque du four garnie d'un papier de cuisson beurré et fariné, déposez des petits tas (l'équivalent d'une petite cuillère à café) assez espacés. Étalez ces petits tas avec le dos de la cuillère."
"490","5","Parsemez d'amandes effilées."
"490","6","Faites cuire 10 min au four à thermostat 5_6 (165°C). Les tuiles doivent être dorées sur les côtés."
"490","7","Retirez les tuiles et placez-les sur un rouleau à pâtisserie pour leur donner une forme bombée."
"490","8","Pour cette recette, l'idéal est d'utiliser une plaque de cuisson en silicone."
"490","9","Pour donner la forme arrondie aux tuiles, j'enroule directement la plaque souple sur le rouleau à pâtisserie et je laisse refroidir."
"490","10","Il faut seulement faire attention en retirant les tuiles, car elles se brisent facilement."
"491","0","Préchauffer le four à 210°C (thermostat 6)."
"491","1","Mélanger la farine et la levure dans un saladier, faire un trou au milieu. Y casser les oeufs et mélanger peu à peu le lait et l'huile. Incorporer le thon égoutté et émietté, les olives et le fromage."
"491","2","Verser la préparation dans un moule à cake beurré et fariné. Faire cuire au four pendant 40 mn."
"492","0","Dans un premier récipient, mélanger la farine, la levure et le gruyère râpé."
"492","1","Dans un deuxième récipient, mélanger les oeufs, la moutarde et le beurre fondu."
"492","2","Verser le 1er récipient dans le deuxième, mélanger le tout en ajoutant les lardons."
"492","3","Beurrer un moule à cake, et verser le mélange dans le moule."
"492","4","Enfourner et laisser cuire environ 40 min à 175°C."
"492","5","Pour servir, je coupe en tranches fines (au couteau électrique après refroidissement), que je recoupe ensuite en 2 dans le sens de la hauteur."
"493","0","Mélanger la farine de froment avec le sel, l'huile d'olive, la levure délayée dans 5 cl d'eau tiède sucrée."
"493","1","Ajouter de l'eau jusqu'à que la pâte ne colle plus et fasse une boule compacte."
"493","2","Laisser reposer 1_2 heure, étaler dans un plat. Laisser reposer pendant que vous préparez la garniture."
"494","0","Disposer les côtes de porc dans un plat à four huilé, puis les badigeonner de moutarde."
"494","1","Recouvrir chacune d'elle de 2 rondelles de tomates épaisses."
"494","2","Saler, poivrer, saupoudrer d'herbes de Provence; puis recouvrir le tout de lamelles de comté."
"494","3","Cuire à four chaud (thermostat 7_210°C), pendant 40 min. Servir avec des pâtes fraîches ou une fricassée de champignons."
"495","0","Faire fondre le beurre et y faire rissoler l'échalote hachée finement."
"495","1","Ajouter le vin et cuire 2 mn."
"495","2","Trier, rincer les moules. Les jeter dans la casserole, couvrir et laisser cuire 5 mn après le début de l'ébullition."
"495","3","Egoutter les moules, filtrer le jus puis mélanger ce dernier avec la crème fraîche et le curry."
"495","4","Laisser réduire de moitié."
"495","5","Verser les moules et servir aussitôt."
"496","0","Détailler la carotte en rondelles, les échalotes et l'ail en fins morceaux."
"496","1","Laver et couper en 2 les champignons."
"496","2","Couper la viande en cubes de 3 cm de côté environ. Dans une cocotte à fond épais, faire dorer la viande."
"496","3","Ajouter alors les carottes, l'ail et les échalotes. Lorsque ces derniers sont translucides, saupoudrer de farine."
"496","4","Lorsque la farine a blondi, ajouter le concentré de tomate, l'eau, le vin et le bouquet garni. Saler, poivrer."
"496","5","Laisser mijoter 1h30 à couvert sur feu doux."
"496","6","Au bout de ce temps, ajouter les champignons et laisser cuire encore 15 min."
"497","0","Pour cette recette, vous devez avoir une cocotte en fonte qui puisse passer directement au four et qui soit assez grande pour contenir le poulet entier."
"497","1","Vérifier qu'il ne reste pas de petites plumes sur le poulet et enlevez-les si besoin."
"497","2","Couper un des oignons en quatre et le glisser à l'intérieur du poulet avec quelques feuilles de laurier et quelques branches de thym."
"497","3","Saler l'intérieur du poulet."
"497","4","Saler et poivrer l'extérieur du poulet en massant légèrement pour bien fixer sur la peau."
"497","5","Préchauffer le four à 200°C (thermostat 6-7)."
"497","6","Préparer le bouillon de volaille si vous le réalisez à partir d'un cube de bouillon déshydraté."
"497","7","Dans la cocotte, sur feu doux, faire fondre le beurre avec un peu d'huile et faire colorer le poulet sur chacune de ses faces."
"497","9","Terminer enfin en ajoutant le bouillon de volaille."
"497","10","Enfourner la cocotte fermée avec son couvercle dans le four chaud à environ 200°C."
"497","11","Laisser cuire environ 2h en tournant le poulet au milieu de la cuisson."
"497","12","Après cuisson, sortir le poulet de la cocotte pour le découper."
"497","13","S'il en reste, faire réduire le reste de bouillon."
"497","14","Déglacer le fond de la cocotte avec 1 verre d'eau pour réaliser le jus d'accompagnement."
"498","0","Dans chaque tranche de poulet mettre deux tranches de bacon l'une à côté de l'autre et poser dessus une tranche de fromage."
"498","1","Refermer le tout en pliant la tranche en deux."
"498","2","Prévoir 3 assiettes et mettre dedans la farine, l'oeuf battu et la chapelure. 
Tremper chaque escalope d'abord dans la farine,"
"498","3","puis dans l'oeuf"
"498","4","et pour finir dans la chapelure."
"498","5","Les faire cuire quelques minutes de chaque côté dans une poêle avec un peu de beurre."
"498","6","Déguster immédiatement."
"499","0","Mélanger le tout de façon à obtenir une pâte lisse."
"499","1","Attention, ça colle aux doigts."
"499","2","Fariner un plan de travail et étaler la pâte sur une épaisseur de 1 cm maxi."
"499","3","Avec une roulette (ou un simple couteau mais c'est vachement rigolo de jouer avec la roulette et comme les occasion sont rares, j'en profite), découper des rectangles ou losanges (selon vos compétences en géométrie pâtissière)."
"499","4","Disposez-les sur une tôle beurrée."
"499","5","Enfourner à 180°C (thermostat 6) pendant 10 minutes."
"499","6","Les canistrelli vont gonfler un peu et dorer légèrement: ils ne doivent pas brunir."
"499","7","Au bout de 10 minutes, baisser le four à 150°C (thermostat 5) et laisser sécher 10 minutes supplémentaires."
"499","8","Laisser refroidir."
"499","9","Manger."
"500","0","Préparer 2 h à l'avance.
Placer les biscuits dans un plat. Laver, équeuter et couper les fraises en quartiers, puis les mettre dans un plat."
"500","1","Arroser les fraises du jus de citron et de 30 g de sucre. Ecraser les fraises à l'aide d'une fourchette. Mettre sur les biscuits cette préparation  en quantité suffisante afin de bien les imbiber. Mettre au frigo."
"500","2","Pendant ce temps, séparer les jaunes et les blancs des oeufs. Battre les jaunes avec 120 g de sucre jusqu'à blanchissement du mélange. Ajouter le mascarpone et mélanger."
"500","3","Monter les blancs en neige, y ajouter les 30 g de sucre. Incorporer délicatement les blancs en neige au mélangez jaune-sucre-mascarpone. Verser la préparation sur les biscuits imbibés."
"500","4","Verser le restant du 'coulis' par dessus. Mettre au frais."
"501","0","Préchauffer votre four à  200°C (thermostat 6-7).
Laver les bâtons de rhubarbe. Déroulez la pâte brisée dans le moule et piquer le fond à l'aide d'une fourchette."
"501","1","Couper la rhubarbe (sans la peler) en petits cubes et l'étaler sur la pâte."
"501","2","Mélanger ensemble les 2 oeufs, le sucre et la crème + la cannelle (facultatif). Répartir le mélange sur la rhubarbe."
"501","3","Enfournez environ 30 minutes."
"502","0","Eplucher (gratter) les carottes et couper-les en petites rondelles."
"502","1","Dans une casserole, préparer un bouillon de poulet. La quantité d'eau doit être suffisante pour recouvrir les carottes."
